female;phsrank;BA;AA;black;hispanic;id;exper;jc;univ;lwage;stotal;smcity;medcity;submed;lgcity;sublg;vlgcity;subvlg;ne;nc;south;totcoll
0;92;1;0;0;0;31713;124;0;4.166.667;2.363.074;1.159.943;0;0;0;0;0;0;0;1;0;0;4.166.667
1;31;0;0;1;0;31716;76;0;0;1.854.885;-1.974.799;0;0;0;1;0;0;0;0;0;1;0
1;99;1;0;0;0;31720;111;0;558.888;2.525.729;.9768926;0;1;0;0;0;0;0;0;0;1;558.888
1;94;1;0;0;0;31725;119;0;5.866.667;3.699.219;.5192661;1;0;0;0;0;0;0;0;0;1;5.866.667
1;51;0;0;0;0;31763;63;0;0;306.485;.1302835;0;0;0;0;0;1;0;0;0;1;0
0;16;0;0;0;0;31786;138;0;0;2.525.729;-1.700.223;0;1;0;0;0;0;0;0;1;0;0
0;88;0;0;0;0;31793;136;0;7.5;2.128.232;1.045.537;0;0;0;0;0;0;1;1;0;0;7.5
1;45;0;0;0;0;31805;133;2.066.667;.5;1.459.498;1.228.587;0;0;1;0;0;0;0;0;0;0;2.566.667
1;33;0;0;0;0;31814;149;2.766.665;.2888896;2.739.549;.1531648;1;0;0;0;0;0;0;0;0;0;3.055.554
1;65;0;0;0;0;31815;95;0;2.199.996;2.471.632;-.6476817;1;0;0;0;0;0;0;0;1;0;2.199.996
0;98;1;0;0;0;31816;137;2.333.329;3.033.333;2.895.526;0;1;0;0;0;0;0;0;0;0;0;5.366.663
1;86;0;0;0;0;31819;90;0;3.466.667;1.791.759;.2675714;0;0;0;0;1;0;0;0;0;1;3.466.667
0;15;1;0;1;0;31832;123;2.1;3.6;2.484.907;-2.112.087;0;0;0;1;0;0;0;0;0;1;5.7
1;73;1;0;0;0;31840;128;0;2.399.996;249.364;.725198;0;0;0;1;0;0;0;1;0;0;2.399.996
1;84;0;1;0;0;31854;140;2.8;0;274.084;.4506221;0;0;0;0;1;0;0;0;0;1;2.8
1;88;0;0;0;0;31858;96;0;655.555;2.244.252;.5650287;1;0;0;0;0;0;0;0;1;0;655.555
0;75;0;0;0;0;31874;129;0;1.599.998;2.272.125;1.869.264;1;0;0;0;0;0;0;0;0;0;1.599.998
0;35;1;0;0;0;31888;120;0;4.466.667;2.667.228;.725198;0;0;1;0;0;0;0;1;0;0;4.466.667
0;9;0;0;0;0;31889;157;0;0;2.430.418;-1.723.104;0;0;0;1;0;0;0;0;0;1;0
0;69;0;0;0;0;31898;119;0;5.533.333;3.037.953;1.114.181;0;0;0;0;0;0;0;0;0;1;5.533.333
1;97;0;0;0;0;31938;108;0;4.233.333;2.273.723;.8396046;0;0;0;0;1;0;0;1;0;0;4.233.333
0;52;0;0;0;0;31943;109;0;3.244.442;2.451.005;-.395987;0;1;0;0;0;0;0;0;0;0;3.244.442
1;85;1;0;0;0;31965;147;0;4.033.333;2.241.888;.6107914;0;0;0;0;1;0;0;0;0;0;4.033.333
1;27;0;0;0;0;31967;153;0;1.977.775;1.754.403;-.327343;0;0;0;0;0;1;0;1;0;0;1.977.775
1;99;1;0;0;0;31976;123;0;5.933.325;2.143.589;1.182.824;0;0;0;0;0;0;0;0;0;1;5.933.325
0;25;0;0;0;1;31980;80;0;0;2.125.981;-2.363.781;0;1;0;0;0;0;0;0;0;0;0
0;88;1;0;0;0;31986;70;0;4.194.444;2.512.305;1.709.095;1;0;0;0;0;0;0;1;0;0;4.194.444
0;69;0;0;0;0;32004;122;0;6.133.326;2.904.165;0;0;0;0;0;0;1;0;0;1;0;6.133.326
0;41;1;0;0;0;32008;132;2.35;1.933.333;2.063.058;-1.540.053;1;0;0;0;0;0;0;0;0;0;4.283.333
1;72;1;0;0;0;32016;67;0;4.1;1.353.629;1.320.112;0;0;0;0;0;0;1;0;0;0;4.1
1;35;0;1;0;1;32036;129;2.816.667;2.566.667;2.377.463;.4506221;0;0;0;1;0;0;0;0;0;0;5.383.333
0;96;0;0;0;0;32037;145;.8;0;261.496;.1074022;1;0;0;0;0;0;0;0;0;0;.8
1;70;0;0;0;0;32049;85;0;0;1.214.912;.2446901;1;0;0;0;0;0;0;1;0;0;0
1;54;0;0;0;0;32054;15;0;0;1.613.429;-1.448.528;0;0;0;1;0;0;0;0;0;0;0
0;50;0;0;0;0;32064;165;0;0;2.442.347;-1.265.478;1;0;0;0;0;0;0;0;0;1;0
1;99;1;0;0;0;32100;135;0;3.388.885;2.277.267;2.006.552;1;0;0;0;0;0;0;0;1;0;3.388.885
1;88;0;0;0;0;32114;164;0;0;2.495.246;.0158769;0;0;0;0;0;0;0;0;0;1;0
0;82;1;0;0;0;32117;129;0;4.111.106;261.007;.8396046;0;0;0;0;0;0;0;0;1;0;4.111.106
0;23;0;0;1;0;32119;87;0;1.4;1.617.737;-1.402.765;1;0;0;0;0;0;0;0;0;1;1.4
1;71;0;0;0;0;32128;143;0;0;2.484.907;0;0;0;0;0;0;1;0;0;1;0;0
1;86;0;1;0;0;32174;163;2.133.333;0;2.261.763;1.068.418;1;0;0;0;0;0;0;1;0;0;2.133.333
1;89;0;0;1;0;32191;83;0;0;1.791.759;.1760461;1;0;0;0;0;0;0;0;0;1;0
0;68;1;0;0;0;32201;91;0;5.333.333;2.223.312;-.0756485;0;1;0;0;0;0;0;0;0;1;5.333.333
1;74;0;0;0;0;32208;130;.5666667;0;1.871.802;.656554;0;0;0;0;0;0;0;0;1;0;.5666667
1;3;0;0;0;0;32223;35;0;0;1.753.308;-112.819;0;1;0;0;0;0;0;0;0;0;0
0;20;0;0;0;0;32236;161;0;0;2.693.275;-.7849696;0;0;0;0;1;0;0;0;1;0;0
0;91;1;0;0;0;32251;109;0;5.288.884;2.014.903;1.091.299;0;0;0;0;1;0;0;0;0;1;5.288.884
1;3;0;0;0;0;32254;154;.3;0;1.465.626;-2.249.375;0;1;0;0;0;0;0;0;1;0;.3
0;35;0;0;0;0;32255;160;0;.733332;2.541.602;.2218088;0;0;1;0;0;0;0;0;0;1;.733332
1;44;1;0;1;0;32274;113;.5555547;3.866.662;186.408;-.5103937;0;1;0;0;0;0;0;0;1;0;4.422.217
1;10;0;1;0;0;32285;89;2.1;0;2.187.069;-.3044617;0;0;1;0;0;0;0;1;0;0;2.1
1;17;1;0;0;0;32290;113;2.133.333;3.066.667;2.023.872;-.6934443;0;0;0;0;0;0;1;1;0;0;5.2
0;44;0;0;0;1;32293;162;0;2;280.336;-1.562.935;0;0;0;1;0;0;0;1;0;0;2
1;50;1;0;0;1;32294;108;1.266.667;3.433.333;3.823.192;-1.265.478;0;1;0;0;0;0;0;0;0;1;4.7
1;69;1;0;0;0;32299;139;0;5.2;2.367.124;0;0;0;0;0;0;0;0;0;1;0;5.2
1;91;0;0;0;0;32308;52;0;5.7;2.685.577;1.068.418;0;0;0;0;0;0;1;1;0;0;5.7
0;50;0;0;1;0;32332;130;0;0;2.073.926;-2.409.544;0;0;0;0;0;0;0;0;0;0;0
1;54;0;0;0;0;32334;162;0;0;2.187.655;.2218088;0;0;0;0;0;0;1;1;0;0;0
1;63;1;0;0;0;32347;89;0;4.966.662;1.969.441;1.388.757;0;1;0;0;0;0;0;0;0;0;4.966.662
0;55;0;0;0;0;32361;133;0;1.766.667;2.025.513;.725198;1;0;0;0;0;0;0;1;0;0;1.766.667
1;51;0;0;0;0;32364;78;0;0;1.871.802;.4963847;1;0;0;0;0;0;0;0;0;1;0
1;50;0;0;0;0;32365;160;0;0;2.223.312;.5650287;0;0;1;0;0;0;0;0;0;1;0
1;89;0;0;1;0;32371;133;0;0;2.639.057;-.3502244;0;0;0;1;0;0;0;0;0;1;0
1;82;0;0;1;0;32376;142;0;0;1.978.507;-.8536136;0;0;0;1;0;0;0;0;0;1;0
1;57;1;0;0;0;32389;79;0;4.288.884;2.079.442;-.3044617;1;0;0;0;0;0;0;0;0;1;4.288.884
1;52;0;0;0;0;32396;131;1.355.554;0;1.976.452;.3819781;0;0;1;0;0;0;0;0;0;0;1.355.554
1;36;1;0;0;0;32403;153;0;6.111.104;3.091.043;.5879101;0;0;0;0;1;0;0;0;1;0;6.111.104
1;25;0;0;0;0;32444;77;0;0;1.368.276;-.6476817;1;0;0;0;0;0;0;0;1;0;0
0;69;0;1;0;0;32477;156;2.133.333;0;3.075.775;-.5561563;0;0;0;0;1;0;0;0;0;1;2.133.333
0;48;0;0;0;0;32484;154;0;1.6;3.068.053;1.159.943;1;0;0;0;0;0;0;0;0;1;1.6
1;30;0;0;1;0;32492;116;2.199.996;.7;1.609.438;-1.585.816;0;0;0;0;0;0;0;0;0;1;2.899.996
1;45;0;0;0;0;32518;135;0;0;1.815.665;-.2358177;0;1;0;0;0;0;0;0;1;0;0
0;54;1;0;0;0;32574;146;2.266.667;2.166.667;2.531.427;-.8764949;1;0;0;0;0;0;0;0;0;1;4.433.333
1;87;0;1;0;0;32585;107;2.999.996;0;2.931.194;1.548.926;0;0;0;1;0;0;0;0;0;1;2.999.996
0;93;0;1;0;0;32589;136;0;4.088.885;2.777.556;1.411.638;0;0;0;0;0;0;0;0;0;0;4.088.885
0;18;0;0;0;0;32591;90;0;0;2.251.292;.4277408;0;0;0;0;0;0;1;1;0;0;0
1;47;1;0;0;0;32594;117;.3;4.683.333;1.840.549;0;1;0;0;0;0;0;0;0;1;0;4.983.334
0;70;1;0;0;0;32595;152;0;4.266.661;2.302.585;.4735034;0;0;0;0;0;1;0;0;0;0;4.266.661
1;62;0;0;0;0;32615;125;2.3;0;1.903.371;0;0;0;0;0;0;1;0;0;1;0;2.3
1;71;0;0;0;0;32619;98;0;1.233.333;2.351.375;.5879101;1;0;0;0;0;0;0;1;0;0;1.233.333
1;77;0;1;0;0;32624;147;2.3;0;2.442.347;-.464631;0;0;1;0;0;0;0;1;0;0;2.3
1;29;0;0;0;0;32637;134;0;0;235.991;-.3502244;0;0;1;0;0;0;0;0;0;1;0
0;88;0;0;0;0;32638;113;1.966.667;4.466.667;1.871.802;-.1442924;0;0;0;0;0;0;0;0;0;1;6.433.333
1;50;0;0;0;1;32673;157;.1;0;2.254.445;-.8536136;1;0;0;0;0;0;0;0;0;1;.1
1;87;0;0;0;0;32681;127;0;4.033.333;215.464;.4963847;1;0;0;0;0;0;0;1;0;0;4.033.333
0;67;1;0;0;0;32712;150;0;5.183.333;2.973.259;.6794354;0;0;0;1;0;0;0;0;0;0;5.183.333
1;98;0;0;0;0;32718;112;0;7.5;2.867.899;180.062;0;0;0;0;0;0;1;1;0;0;7.5
0;73;0;0;1;0;32730;166;0;0;2.060.793;-1.768.867;0;0;0;0;0;1;0;0;1;0;0
0;24;0;0;0;0;32762;138;0;0;2.867.899;.2675714;1;0;0;0;0;0;0;1;0;0;0
1;11;0;0;0;0;32764;154;0;0;1.791.759;.6794354;0;0;0;0;0;0;0;0;1;0;0
1;95;0;0;0;0;32780;158;.4;0;1.760.261;-.0070045;0;0;0;0;0;0;0;0;0;1;.4
0;73;0;0;0;0;32783;147;0;0;2.169.054;-.0070045;0;0;0;0;0;0;1;0;1;0;0
1;68;0;0;0;0;32786;46;0;0;1.617.214;.4277408;1;0;0;0;0;0;0;0;0;0;0
1;45;0;0;0;0;32797;126;0;0;1.609.438;-.1671738;0;0;0;0;0;0;0;0;1;0;0
0;75;0;0;0;0;32798;166;2.1;0;2.264.134;.2904528;0;0;0;0;0;0;0;1;0;0;2.1
1;93;0;0;0;0;32815;109;0;0;1.814.393;.793842;0;0;0;1;0;0;0;0;0;1;0
0;68;0;0;0;0;32818;129;0;0;2.184.802;1.320.112;0;0;0;0;0;0;0;0;1;0;0
0;73;0;1;0;0;32832;141;2.399.996;224.444;2.437.115;0;0;0;0;0;0;0;0;0;0;0;4.644.436
0;21;0;0;0;0;32834;166;1.022.221;0;2.224.623;-.6934443;1;0;0;0;0;0;0;0;1;0;1.022.221
1;50;0;0;1;0;32841;164;1;0;2.525.729;-1.379.884;0;0;0;0;0;1;0;0;0;1;1
0;71;1;0;0;0;32844;161;.2666667;.9;2.895.649;.6336727;0;0;0;0;0;0;1;0;1;0;1.166.667
1;79;0;0;0;0;32859;59;.9;1.4;2.371.703;.1989275;0;0;0;0;0;0;0;0;0;0;2.3
1;91;1;0;0;0;32860;87;0;6.233.333;2.403.451;1.091.299;1;0;0;0;0;0;0;1;0;0;6.233.333
1;31;0;0;0;0;32866;153;1.5;0;2.476.538;-.0298858;0;0;0;0;0;0;0;0;0;0;1.5
1;50;1;0;1;0;32869;140;0;5.433.333;2.386.006;-.739207;0;0;0;0;0;0;1;0;0;1;5.433.333
1;61;0;0;0;0;32870;124;0;0;1.874.874;-.1442924;0;1;0;0;0;0;0;1;0;0;0
0;81;1;0;0;0;32880;124;0;2.066.667;2.392.736;1.526.044;0;0;0;0;1;0;0;1;0;0;2.066.667
0;47;0;0;0;0;32896;103;0;0;2.302.585;-.4875124;0;0;0;0;0;0;0;1;0;0;0
0;48;0;0;0;0;32901;120;0;0;251.476;.1760461;0;0;0;0;1;0;0;0;0;1;0
0;98;1;0;0;0;32910;125;0;4.3;2.772.589;1.342.994;0;0;0;0;0;0;0;0;0;1;4.3
0;43;1;0;0;0;32919;112;.2;6;2.351.375;-.0527671;0;0;1;0;0;0;0;1;0;0;6.2
0;47;0;0;0;0;32933;162;2.5;0;1.530.165;.0387582;1;0;0;0;0;0;0;0;0;0;2.5
1;95;1;0;0;0;32948;166;0;4.033.333;2.397.895;1.846.383;1;0;0;0;0;0;0;1;0;0;4.033.333
0;26;0;0;0;0;32964;159;0;0;2.665.491;0;0;0;0;0;1;0;0;0;1;0;0
1;90;0;0;0;0;32989;127;0;1.633.333;1.960.836;1.137.062;0;0;0;0;1;0;0;0;1;0;1.633.333
1;45;0;0;0;0;32990;160;0;0;1.781.288;-1.173.952;0;0;0;0;1;0;0;0;0;0;0
0;96;0;0;0;0;33004;90;2.566.667;7.5;295.193;.8624859;0;0;0;0;1;0;0;0;0;1;1.006.667
0;9;0;0;0;0;33019;165;0;1.233.333;261.007;-165.446;1;0;0;0;0;0;0;0;1;0;1.233.333
1;12;0;0;0;0;33041;130;.1;0;1.347.843;-.6476817;0;0;0;1;0;0;0;0;0;0;.1
1;76;1;0;0;0;33098;117;2.15;2.033.333;2.224.623;.2675714;1;0;0;0;0;0;0;0;1;0;4.183.333
1;98;1;0;0;0;33099;149;0;4.399.994;3.283.414;1.526.044;1;0;0;0;0;0;0;0;1;0;4.399.994
1;82;0;0;0;0;33111;134;0;0;1.793.424;1.068.418;1;0;0;0;0;0;0;0;1;0;0
1;99;1;0;0;0;33113;149;0;4.1;2.079.442;2.052.315;0;0;0;0;0;0;0;0;1;0;4.1
0;50;0;0;1;0;33153;134;.3;0;2.079.442;-.739207;0;1;0;0;0;0;0;0;0;1;.3
1;58;1;0;0;0;33172;138;1.933.333;2.644.442;2.561.096;.3133341;0;0;0;0;0;1;0;0;1;0;4.577.775
1;98;1;0;0;0;33176;82;0;6.1;2.107.801;1.892.146;1;0;0;0;0;0;0;1;0;0;6.1
1;61;0;0;0;0;33189;166;0;0;1.778.336;-.6476817;0;0;0;0;0;0;0;0;1;0;0
1;56;0;0;0;0;33209;165;0;0;2.503.256;.0387582;0;0;0;0;1;0;0;0;0;1;0
1;78;1;0;0;0;33229;84;0;2;1.660.731;1.159.943;0;0;0;0;0;0;0;1;0;0;2
0;87;0;0;0;1;33242;163;0;0;2.224.623;.0845208;0;0;0;0;0;1;0;0;0;1;0
0;79;0;0;0;1;33251;162;3.033.333;.2333333;2.236.445;-.0756485;0;1;0;0;0;0;0;0;0;1;3.266.667
0;29;0;0;0;0;33256;149;0;0;2.855.544;.4048594;0;0;0;0;1;0;0;1;0;0;0
1;96;1;0;0;0;33259;128;0;4.022.217;2.322.387;1.251.469;0;0;0;0;0;0;0;0;0;0;4.022.217
0;28;0;0;0;0;33263;162;1;0;2.261.763;.9540113;0;0;0;0;1;0;0;0;1;0;1
1;53;0;0;0;0;33265;60;0;0;126.228;.0845208;1;0;0;0;0;0;0;0;1;0;0
1;50;0;0;0;0;33275;69;0;0;1.232.865;-1.105.308;0;0;0;0;0;0;0;0;0;1;0
0;74;1;0;0;0;33280;138;0;5.166.667;2.351.375;.8853673;1;0;0;0;0;0;0;0;1;0;5.166.667
0;13;0;0;0;0;33285;124;0;.6;2.456.736;1.205.706;0;1;0;0;0;0;0;1;0;0;.6
1;63;0;0;0;0;33292;126;0;0;2.264.156;1.137.062;1;0;0;0;0;0;0;1;0;0;0
1;63;0;0;0;1;33305;154;.6;0;2.230.014;-.5561563;0;1;0;0;0;0;0;0;0;1;.6
1;64;0;0;0;0;33313;19;0;0;1.659.345;.8853673;0;0;1;0;0;0;0;1;0;0;0
0;50;0;0;0;0;33318;162;0;0;2.580.217;-.1900551;0;1;0;0;0;0;0;0;0;1;0
1;35;0;0;0;0;33323;115;0;0;1.885.234;0;0;0;0;0;0;1;0;0;1;0;0
0;69;0;0;0;0;33324;83;0;.0666667;163.413;0;1;0;0;0;0;0;0;0;1;0;.0666667
1;88;1;0;0;0;33326;139;0;4.849.996;2.446.455;1.526.044;1;0;0;0;0;0;0;0;0;0;4.849.996
1;99;1;0;0;0;33329;77;0;4.8;2.066.196;1.320.112;1;0;0;0;0;0;0;1;0;0;4.8
1;70;1;0;0;0;33345;107;0;4.166.667;1.895.719;.725198;0;0;0;0;0;0;1;0;1;0;4.166.667
1;65;0;0;0;0;33351;149;0;0;2.256.541;-.3731057;1;0;0;0;0;0;0;0;0;0;0
0;13;0;0;0;0;33367;162;0;0;2.447.166;-1.517.172;1;0;0;0;0;0;0;0;1;0;0
0;63;1;0;0;0;33379;164;0;3.666.667;2.407.946;.7709606;0;0;0;0;1;0;0;0;0;1;3.666.667
1;42;0;0;1;0;33397;145;0;0;2.463.853;-1.379.884;0;0;0;0;0;0;0;0;0;1;0
1;77;0;1;0;0;33402;137;2.766.667;0;2.360.854;1.022.655;0;0;0;1;0;0;0;1;0;0;2.766.667
0;68;0;0;0;0;33407;145;0;1.6;1.703.535;-1.379.884;0;0;0;1;0;0;0;0;0;0;1.6
1;96;1;0;0;0;33416;65;0;4.666.667;2.656.757;1.022.655;1;0;0;0;0;0;0;0;0;1;4.666.667
0;34;1;0;0;0;33434;124;0;4.9;2.148.434;.3133341;0;0;1;0;0;0;0;0;0;1;4.9
0;9;0;0;0;0;33437;150;0;0;2.737.609;-1.379.884;0;1;0;0;0;0;0;1;0;0;0
1;90;1;0;0;0;33444;95;0;4.266.667;2.647.374;.4963847;0;0;0;0;0;1;0;1;0;0;4.266.667
1;69;1;0;0;0;33447;152;2.177.775;2.044.442;2.422.675;-.3502244;0;0;0;0;0;0;0;0;0;1;4.222.217
1;54;0;0;0;0;33457;90;0;0;1.616.285;0;0;0;0;1;0;0;0;0;1;0;0
0;17;0;0;0;0;33459;153;0;.4333333;2.851.921;-.7849696;0;0;1;0;0;0;0;0;0;1;.4333333
0;6;0;0;0;0;33465;143;.6666667;0;264.553;-.7163256;0;0;0;0;0;1;0;1;0;0;.6666667
1;50;0;0;0;0;33481;91;0;0;1.755.561;-.2815804;1;0;0;0;0;0;0;0;0;1;0
1;76;0;0;0;1;33495;97;0;0;1.612.528;.6794354;1;0;0;0;0;0;0;0;0;0;0
0;50;0;0;0;0;33501;135;0;0;1.817.847;-1.357.003;0;0;1;0;0;0;0;0;0;1;0
0;44;0;1;0;0;33502;163;2.6;0;2.460.809;.6107914;0;0;1;0;0;0;0;1;0;0;2.6
0;87;0;0;0;0;33505;107;0;2.299.998;2.140.066;-.3731057;0;0;0;0;0;0;0;0;0;1;2.299.998
0;43;1;0;0;0;33512;128;0;4.566.667;2.564.949;.2675714;1;0;0;0;0;0;0;1;0;0;4.566.667
0;67;0;0;0;0;33530;166;0;0;2.014.903;-.0756485;0;0;0;0;0;0;0;0;1;0;0
0;53;0;0;0;0;33539;148;0;.8666667;2.044.756;.6336727;0;0;1;0;0;0;0;1;0;0;.8666667
0;43;0;0;0;0;33557;166;.1666667;0;2.246.014;.6794354;0;0;1;0;0;0;0;0;0;0;.1666667
1;8;0;0;1;0;33565;128;0;.1333333;1.023.715;-2.386.662;1;0;0;0;0;0;0;0;0;1;.1333333
1;22;0;0;0;0;33588;86;0;0;1.609.438;-.4417497;0;1;0;0;0;0;0;0;1;0;0
1;72;0;1;0;0;33594;75;1.933.333;0;2.017.992;-.670563;0;0;0;0;0;0;0;0;0;0;1.933.333
1;65;0;0;0;0;33620;156;0;0;1.446.919;1.137.062;1;0;0;0;0;0;0;0;1;0;0
1;63;0;0;0;0;33647;129;0;0;1.734.601;.4048594;0;0;0;0;0;0;0;0;1;0;0
1;82;1;0;0;0;33657;131;0;4.622.211;1.673.976;1.503.163;0;0;0;0;0;0;1;0;0;1;4.622.211
1;74;1;0;0;0;33693;97;0;4.233.333;2.569.773;.4277408;0;0;0;0;1;0;0;0;0;1;4.233.333
1;37;0;0;0;0;33702;24;0;0;1.276.669;0;0;0;0;0;0;0;0;1;0;0;0
0;46;0;0;0;0;33748;105;0;0;2.484.907;.2904528;0;0;0;0;0;1;0;0;0;0;0
0;86;0;0;0;0;33801;147;.7333333;3.2;2.089.781;.5879101;0;0;0;0;1;0;0;0;1;0;3.933.333
0;50;0;1;1;0;33805;145;3.1;0;1.242.483;0;0;0;0;0;0;0;1;0;0;1;3.1
1;11;0;0;0;0;33864;72;0;0;1.547.785;-.3731057;1;0;0;0;0;0;0;0;0;1;0
0;39;0;0;0;0;33880;114;0;1.666.667;1.098.612;.0845208;1;0;0;0;0;0;0;1;0;0;1.666.667
0;48;1;0;0;0;33889;144;1.433.333;4.166.667;2.639.057;-1.334.121;0;0;0;0;0;0;0;0;0;1;5.6
1;98;0;0;0;0;33891;106;0;5.499.996;2.512.506;.9997739;1;0;0;0;0;0;0;0;0;1;5.499.996
1;92;1;0;0;0;33894;138;2.066.667;2.466.667;2.650.892;.2446901;0;0;0;1;0;0;0;0;1;0;4.533.333
0;95;1;0;0;0;33905;114;0;4.6;2.966.561;.8396046;0;0;0;0;0;0;0;0;1;0;4.6
1;42;0;0;0;0;33911;140;0;0;2.181.224;-.1214111;0;0;0;1;0;0;0;1;0;0;0
1;56;0;0;0;0;33913;139;0;0;120.896;.5650287;1;0;0;0;0;0;0;1;0;0;0
0;16;0;0;0;0;33919;159;0;0;2.626.595;-.2358177;0;0;1;0;0;0;0;0;1;0;0
0;18;0;0;0;0;33929;111;0;0;2.397.895;-.0070045;0;0;0;0;0;0;0;1;0;0;0
0;12;0;0;0;0;33936;155;0;0;2.415.914;-.4875124;1;0;0;0;0;0;0;0;1;0;0
1;42;0;0;0;0;33956;137;0;2.311.106;3.113.515;-1.471.409;0;0;0;0;1;0;0;0;0;0;2.311.106
1;64;1;0;0;0;33970;80;0;4.466.667;2.018.765;1.297.231;0;0;0;0;0;0;1;0;0;1;4.466.667
0;81;0;0;0;0;33977;162;0;7.5;3.044.523;1.434.519;0;0;0;0;0;0;0;0;1;0;7.5
0;45;1;0;0;0;33987;115;0;4.311.104;2.549.445;.8853673;0;1;0;0;0;0;0;0;0;0;4.311.104
1;81;0;0;0;0;34013;81;0;0;1.515.127;1.182.824;0;0;0;0;0;0;0;0;1;0;0
0;41;1;0;0;0;34019;134;2.133.333;2.8;2.827.595;1.022.655;1;0;0;0;0;0;0;0;1;0;4.933.333
0;53;1;0;0;0;34023;134;.799999;373.333;2.174.752;.3133341;0;1;0;0;0;0;0;0;0;1;4.533.329
1;77;1;0;0;0;34024;153;0;395.555;218.979;.9540113;1;0;0;0;0;0;0;0;1;0;395.555
0;50;1;0;0;0;34037;51;0;3.433.333;2.862.983;.8396046;0;0;0;0;0;1;0;0;0;1;3.433.333
1;89;0;0;0;0;34077;135;0;2.9;2.900.422;1.571.807;1;0;0;0;0;0;0;0;0;1;2.9
0;63;1;0;0;0;34089;116;0;5.033.333;2.183.802;.725198;1;0;0;0;0;0;0;0;0;1;5.033.333
1;59;1;0;0;0;34090;59;0;3.466.667;1.704.748;.2218088;1;0;0;0;0;0;0;0;1;0;3.466.667
1;55;1;0;0;0;34099;133;0;5.005.554;2.227.677;1.526.044;0;0;0;0;0;0;1;0;1;0;5.005.554
1;77;0;0;0;0;34104;90;2.55;.9;1.967.112;.0387582;1;0;0;0;0;0;0;0;0;0;3.45
1;81;0;0;0;0;34137;118;0;3.022.219;2.174.752;1.022.655;0;0;0;0;0;0;1;0;1;0;3.022.219
1;95;1;0;0;0;34140;121;0;5.7;2.656.757;.8624859;0;1;0;0;0;0;0;0;0;1;5.7
1;56;0;0;0;0;34146;112;0;0;2.678.711;.9311299;0;0;0;0;1;0;0;0;0;1;0
0;13;0;0;1;0;34151;126;0;0;2.021.548;-2.478.188;0;0;0;0;0;1;0;0;1;0;0
1;70;0;0;0;0;34154;126;0;5.755.546;2.564.949;1.686.214;0;0;0;1;0;0;0;0;0;0;5.755.546
0;0;0;0;0;0;34157;165;0;0;2.197.225;-2.363.781;0;0;0;0;0;0;0;0;1;0;0
1;47;0;1;0;0;34169;115;2.166.667;0;1.913.977;.7023167;1;0;0;0;0;0;0;1;0;0;2.166.667
0;27;0;0;0;0;34188;153;0;.65;2.639.057;.0616395;1;0;0;0;0;0;0;1;0;0;.65
0;70;0;1;0;0;34200;59;3.5;0;1.791.759;.7023167;0;0;1;0;0;0;0;0;0;0;3.5
0;48;1;0;0;0;34230;143;0;4.166.667;261.274;.1989275;0;0;0;0;0;0;0;1;0;0;4.166.667
0;78;1;0;0;0;34232;153;0;3.233.333;2.677.279;161.757;0;1;0;0;0;0;0;1;0;0;3.233.333
1;41;1;0;0;0;34240;63;0;4.366.667;2.201.659;.4277408;1;0;0;0;0;0;0;0;0;1;4.366.667
1;94;1;0;0;0;34247;92;1.533.333;4.066.667;2.397.895;.9768926;0;0;0;1;0;0;0;0;0;1;5.6
0;50;1;0;0;0;34256;138;0;4.466.667;3.044.523;1.320.112;0;0;0;0;0;0;0;0;0;1;4.466.667
0;36;1;0;0;0;34268;119;0;4.75;2.545.531;-.5103937;0;0;0;0;0;0;0;1;0;0;4.75
1;55;0;0;0;0;34282;89;0;0;1.386.294;1.137.062;1;0;0;0;0;0;0;1;0;0;0
0;36;0;0;0;0;34290;142;1.533.333;.8;1.832.582;.1989275;0;0;0;0;1;0;0;0;0;1;2.333.333
0;9;0;0;0;0;34291;141;0;0;2.772.589;-.2586991;0;1;0;0;0;0;0;1;0;0;0
0;39;0;0;0;0;34298;161;0;0;2.207.275;-.4417497;0;0;0;0;0;0;0;0;1;0;0
1;90;0;1;1;0;34299;151;0;2.155.552;2.196.613;-.6934443;0;0;0;0;0;0;0;0;0;1;2.155.552
0;47;0;0;0;0;34330;141;.9666666;0;211.776;-.1900551;0;1;0;0;0;0;0;0;1;0;.9666666
1;90;1;0;0;0;34343;113;.2;3.933.333;2.422.894;.4048594;1;0;0;0;0;0;0;0;1;0;4.133.333
1;78;0;0;0;0;34360;114;0;0;2.777.894;127.435;1;0;0;0;0;0;0;0;0;0;0
1;23;0;0;0;0;34362;72;0;0;1.376.139;-.2129364;0;0;0;0;0;0;0;0;1;0;0
1;83;0;0;0;0;34370;99;0;4.911.102;2.772.589;.6794354;0;0;0;0;0;0;1;0;1;0;4.911.102
1;58;0;0;0;0;34374;34;0;0;1.479.769;0;1;0;0;0;0;0;0;0;0;0;0
0;5;0;0;1;0;34376;102;0;0;2.208.274;-2.707.001;0;0;1;0;0;0;0;0;0;1;0
0;91;1;0;0;0;34396;150;2.166.667;2.066.667;2.611.906;.9768926;0;0;1;0;0;0;0;0;0;0;4.233.334
0;30;0;0;0;0;34419;159;0;0;2.184.802;-.3731057;1;0;0;0;0;0;0;0;1;0;0
0;64;1;0;0;0;34423;88;1.066.667;4.916.667;2.862.201;.0387582;0;0;0;0;0;0;0;0;0;0;5.983.333
